file_name,match_type,data,teamA,teamB,who_played_first,who_played_second,neutral_venue,city,home_ground_of_team,venue,winner,winner_by_runs,winner_by_wickets,toss_winner,toss_winner_decided_to,umpire_1,umpire_2,player_of_match
2014-10-10_ODIAusPak.yaml,ODI,2014-10-10,Australia,Pakistan,Pakistan,Australia,yes,NA,none,Dubai International Cricket Stadium,Australia,NA,5,Pakistan,bat,NJ Llong,Shozab Raza,GJ Maxwell
2014-10-11_ODIIndWes.yaml,ODI,2014-10-11,India,West Indies,India,West Indies,no,Delhi,India,Feroz Shah Kotla,India,48,NA,India,bat,IJ Gould,S Ravi,Mohammed Shami
2014-10-12_ODIAusPak.yaml,ODI,2014-10-12,Australia,Pakistan,Australia,Pakistan,yes,Abu Dhabi,none,Sheikh Zayed Stadium,Australia,1,NA,Australia,bat,Ahsan Raza,RK Illingworth,GJ Maxwell
2014-10-17_ODIIndWes.yaml,ODI,2014-10-17,India,West Indies,India,West Indies,no,Dharmasala,India,Himachal Pradesh Cricket Association Stadium,India,59,NA,West Indies,field,IJ Gould,VA Kulkarni,V Kohli
2014-10-21_ODINewSou.yaml,ODI,2014-10-21,New Zealand,South Africa,New Zealand,South Africa,no,Mount Maunganui,New Zealand,Bay Oval,South Africa,NA,6,South Africa,field,CB Gaffaney,RJ Tucker,AB de Villiers
2014-10-24_ODINewSou.yaml,ODI,2014-10-24,New Zealand,South Africa,South Africa,New Zealand,no,Mount Maunganui,New Zealand,Bay Oval,South Africa,72,NA,New Zealand,field,SJ Davis,DJ Walker,HM Amla
2014-10-27_ODINewSou.yaml,ODI,2014-10-27,New Zealand,South Africa,South Africa,New Zealand,no,Hamilton,none,Seddon Park,no result,NA,NA,New Zealand,field,CB Gaffaney,RJ Tucker,NA
2014-11-02_ODIIndSri.yaml,ODI,2014-11-02,India,Sri Lanka,India,Sri Lanka,no,Cuttack,India,Barabati Stadium,India,169,NA,Sri Lanka,field,VA Kulkarni,BNJ Oxenford,AM Rahane
2014-11-06_ODIIndSri.yaml,ODI,2014-11-06,India,Sri Lanka,Sri Lanka,India,no,Ahmedabad,India,Sardar Patel Stadium- Motera,India,NA,6,Sri Lanka,bat,VA Kulkarni,BNJ Oxenford,AT Rayudu
2014-11-09_ODIIndSri.yaml,ODI,2014-11-09,India,Sri Lanka,Sri Lanka,India,no,Hyderabad,India,Rajiv Gandhi International Stadium- Uppal,India,NA,6,Sri Lanka,bat,VA Kulkarni,BNJ Oxenford,DPMD Jayawardene
2014-11-13_ODIIndSri.yaml,ODI,2014-11-13,India,Sri Lanka,India,Sri Lanka,no,Kolkata,India,Eden Gardens,India,153,NA,India,bat,BNJ Oxenford,S Ravi,RG Sharma
2014-11-14_ODIAusSou.yaml,ODI,2014-11-14,Australia,South Africa,Australia,South Africa,no,Perth,Australia,Western Australia Cricket Association Ground,Australia,32,NA,South Africa,field,SD Fry,NJ Llong,NM Coulter-Nile
2014-11-16_ODIAusSou.yaml,ODI,2014-11-16,Australia,South Africa,Australia,South Africa,no,Perth,Australia,Western Australia Cricket Association Ground,South Africa,NA,3,Australia,bat,BF Bowden,JD Ward,M Morkel
2014-11-16_ODIIndSri.yaml,ODI,2014-11-16,India,Sri Lanka,Sri Lanka,India,no,Ranchi,India,JSCA International Stadium Complex,India,NA,3,Sri Lanka,bat,BNJ Oxenford,S Ravi,AD Mathews
2014-11-19_ODIAusSou.yaml,ODI,2014-11-19,Australia,South Africa,Australia,South Africa,no,Canberra,Australia,Manuka Oval,Australia,73,NA,Australia,bat,SD Fry,NJ Llong,SPD Smith
2014-11-21_ODIAusSou.yaml,ODI,2014-11-21,Australia,South Africa,South Africa,Australia,no,NA,Australia,Melbourne Cricket Ground,Australia,NA,3,South Africa,bat,BF Bowden,JD Ward,SPD Smith
2014-11-21_ODIBanZim.yaml,ODI,2014-11-21,Bangladesh,Zimbabwe,Bangladesh,Zimbabwe,no,Chittagong,Bangladesh,Zahur Ahmed Chowdhury Stadium,Bangladesh,87,NA,Zimbabwe,field,CB Gaffaney,Sharfuddoula,Shakib Al Hasan
2014-11-23_ODIAusSou.yaml,ODI,2014-11-23,Australia,South Africa,South Africa,Australia,no,NA,Australia,Sydney Cricket Ground,Australia,NA,2,South Africa,bat,NJ Llong,MD Martell,Q de Kock
2014-11-23_ODIBanZim.yaml,ODI,2014-11-23,Bangladesh,Zimbabwe,Bangladesh,Zimbabwe,no,Chittagong,Bangladesh,Zahur Ahmed Chowdhury Stadium,Bangladesh,68,NA,Bangladesh,bat,CB Gaffaney,Sharfuddoula,Mashrafe Mortaza
2014-11-26_ODIBanZim.yaml,ODI,2014-11-26,Bangladesh,Zimbabwe,Bangladesh,Zimbabwe,no,Mirpur,Bangladesh,Shere Bangla National Stadium,Bangladesh,124,NA,Zimbabwe,field,Anisur Rahman,CB Gaffaney,Anamul Haque
2014-11-26_ODISriEng.yaml,ODI,2014-11-26,Sri Lanka,England,Sri Lanka,England,no,Colombo,Sri Lanka,R Premadasa Stadium,Sri Lanka,25,NA,England,field,SD Fry,RSA Palliyaguruge,TM Dilshan
2014-11-28_ODIBanZim.yaml,ODI,2014-11-28,Bangladesh,Zimbabwe,Bangladesh,Zimbabwe,no,Mirpur,Bangladesh,Shere Bangla National Stadium,Bangladesh,21,NA,Bangladesh,bat,Anisur Rahman,CB Gaffaney,Mahmudullah
2014-11-28_ODIUniAfg.yaml,ODI,2014-11-28,United Arab Emirates,Afghanistan,Afghanistan,United Arab Emirates,no,Dubai,United Arab Emirates,ICC Academy,United Arab Emirates,NA,5,Afghanistan,bat,JD Cloete,RA Kettleborough,Amjad Ali
2014-11-29_ODISriEng.yaml,ODI,2014-11-29,Sri Lanka,England,England,Sri Lanka,no,Colombo,Sri Lanka,R Premadasa Stadium,Sri Lanka,NA,8,England,bat,SJ Davis,RR Wimalasiri,DPMD Jayawardene
2014-11-30_ODIUniAfg.yaml,ODI,2014-11-30,United Arab Emirates,Afghanistan,Afghanistan,United Arab Emirates,no,Dubai,United Arab Emirates,ICC Academy,United Arab Emirates,NA,6,United Arab Emirates,field,JD Cloete,RA Kettleborough,Khurram Khan
2014-12-01_ODIBanZim.yaml,ODI,2014-12-01,Bangladesh,Zimbabwe,Zimbabwe,Bangladesh,no,Mirpur,Bangladesh,Shere Bangla National Stadium,Bangladesh,NA,5,Zimbabwe,bat,CB Gaffaney,Sharfuddoula,Taijul Islam
2014-12-03_ODISriEng.yaml,ODI,2014-12-03,Sri Lanka,England,Sri Lanka,England,no,Hambantota,Sri Lanka,Mahinda Rajapaksa International Cricket Stadium- Sooriyawewa,England,NA,5,Sri Lanka,bat,SD Fry,RSA Palliyaguruge,JC Buttler
2014-12-07_ODISriEng.yaml,ODI,2014-12-07,Sri Lanka,England,England,Sri Lanka,no,Colombo,Sri Lanka,R Premadasa Stadium,Sri Lanka,NA,6,England,bat,SJ Davis,REJ Martinesz,KC Sangakkara
2014-12-08_ODINewPak.yaml,ODI,2014-12-08,New Zealand,Pakistan,New Zealand,Pakistan,yes,NA,none,Dubai International Cricket Stadium,Pakistan,NA,3,Pakistan,field,Aleem Dar,JS Wilson,Haris Sohail
2014-12-10_ODISriEng.yaml,ODI,2014-12-10,Sri Lanka,England,Sri Lanka,England,no,NA,Sri Lanka,Pallekele International Cricket Stadium,England,NA,5,England,field,RSA Palliyaguruge,RJ Tucker,JE Root
2014-12-12_ODINewPak.yaml,ODI,2014-12-12,New Zealand,Pakistan,Pakistan,New Zealand,yes,NA,none,Sharjah Cricket Stadium,New Zealand,NA,4,Pakistan,bat,Ahsan Raza,RK Illingworth,KS Williamson
2014-12-13_ODISriEng.yaml,ODI,2014-12-13,Sri Lanka,England,Sri Lanka,England,no,NA,Sri Lanka,Pallekele International Cricket Stadium,Sri Lanka,90,NA,Sri Lanka,bat,REJ Martinesz,BNJ Oxenford,KC Sangakkara
2014-12-14_ODINewPak.yaml,ODI,2014-12-14,New Zealand,Pakistan,Pakistan,New Zealand,yes,NA,none,Sharjah Cricket Stadium,Pakistan,147,NA,Pakistan,bat,Shozab Raza,JS Wilson,Ahmed Shehzad
2014-12-16_ODISriEng.yaml,ODI,2014-12-16,Sri Lanka,England,Sri Lanka,England,no,Colombo,Sri Lanka,R Premadasa Stadium,Sri Lanka,87,NA,Sri Lanka,bat,REJ Martinesz,RJ Tucker,TM Dilshan
2014-12-17_ODINewPak.yaml,ODI,2014-12-17,New Zealand,Pakistan,New Zealand,Pakistan,yes,Abu Dhabi,none,Sheikh Zayed Stadium,New Zealand,7,NA,New Zealand,bat,RK Illingworth,Shozab Raza,KS Williamson
2014-12-19_ODINewPak.yaml,ODI,2014-12-19,New Zealand,Pakistan,New Zealand,Pakistan,yes,Abu Dhabi,none,Sheikh Zayed Stadium,New Zealand,68,NA,New Zealand,bat,Ahsan Raza,JS Wilson,MJ Henry
2015-01-08_ODIAfgSco.yaml,ODI,2015-01-08,Afghanistan,Scotland,Scotland,Afghanistan,yes,Dubai,none,ICC Academy,Afghanistan,NA,8,Afghanistan,field,VA Kulkarni,Sharfuddoula,Javed Ahmadi
2015-01-11_ODINewSri.yaml,ODI,2015-01-11,New Zealand,Sri Lanka,Sri Lanka,New Zealand,no,Christchurch,New Zealand,Hagley Oval,New Zealand,NA,3,Sri Lanka,bat,CB Gaffaney,NJ Llong,CJ Anderson
2015-01-12_ODIIreSco.yaml,ODI,2015-01-12,Ireland,Scotland,Scotland,Ireland,yes,NA,none,Dubai International Cricket Stadium,Ireland,NA,3,Ireland,field,Ahmed Shahab,Sharfuddoula,NJ O'Brien
2015-01-14_ODIAfgSco.yaml,ODI,2015-01-14,Afghanistan,Scotland,Scotland,Afghanistan,yes,Abu Dhabi,none,Sheikh Zayed Stadium,Scotland,150,NA,Scotland,bat,VA Kulkarni,Sharfuddoula,JH Davey
2015-01-15_ODINewSri.yaml,ODI,2015-01-15,New Zealand,Sri Lanka,New Zealand,Sri Lanka,no,Hamilton,none,Seddon Park,Sri Lanka,NA,6,New Zealand,bat,CB Gaffaney,IJ Gould,TM Dilshan
2015-01-16_ODIAusEng.yaml,ODI,2015-01-16,Australia,England,England,Australia,no,NA,Australia,Sydney Cricket Ground,Australia,NA,3,England,bat,HDPK Dharmasena,SD Fry,MA Starc
2015-01-16_ODISouWes.yaml,ODI,2015-01-16,South Africa,West Indies,South Africa,West Indies,no,Durban,South Africa,Kingsmead,South Africa,61,NA,South Africa,bat,JD Cloete,S Ravi,AB de Villiers
2015-01-17_ODIAfgIre.yaml,ODI,2015-01-17,Afghanistan,Ireland,Afghanistan,Ireland,yes,NA,none,Dubai International Cricket Stadium,Afghanistan,71,NA,Ireland,field,Ahmed Shahab,VA Kulkarni,Najibullah Zadran
2015-01-17_ODINewSri.yaml,ODI,2015-01-17,New Zealand,Sri Lanka,New Zealand,Sri Lanka,no,Auckland,New Zealand,Eden Park,no result,NA,NA,Sri Lanka,field,BF Bowden,NJ Llong,NA
2015-01-18_ODIAusInd.yaml,ODI,2015-01-18,Australia,India,India,Australia,no,NA,Australia,Melbourne Cricket Ground,Australia,NA,4,India,bat,HDPK Dharmasena,JD Ward,MA Starc
2015-01-18_ODISouWes.yaml,ODI,2015-01-18,South Africa,West Indies,South Africa,West Indies,no,Johannesburg,South Africa,New Wanderers Stadium,South Africa,148,NA,West Indies,field,SJ Davis,AT Holdstock,AB de Villiers
2015-01-20_ODIEngInd.yaml,ODI,2015-01-20,England,India,India,England,yes,Brisbane,none,Brisbane Cricket Ground- Woolloongabba,England,NA,9,India,bat,HDPK Dharmasena,MD Martell,ST Finn
2015-01-20_ODINewSri.yaml,ODI,2015-01-20,New Zealand,Sri Lanka,Sri Lanka,New Zealand,no,Nelson,New Zealand,Saxton Oval,New Zealand,NA,4,Sri Lanka,bat,IJ Gould,DJ Walker,KS Williamson
2015-01-21_ODISouWes.yaml,ODI,2015-01-21,South Africa,West Indies,West Indies,South Africa,no,East London,South Africa,Buffalo Park,South Africa,NA,9,West Indies,bat,JD Cloete,S Ravi,VD Philander
2015-01-23_ODIAusEng.yaml,ODI,2015-01-23,Australia,England,England,Australia,no,Hobart,Australia,Bellerive Oval,Australia,NA,3,Australia,field,M Erasmus,SD Fry,SPD Smith
2015-01-23_ODINewSri.yaml,ODI,2015-01-23,New Zealand,Sri Lanka,New Zealand,Sri Lanka,no,Dunedin,New Zealand,University Oval,New Zealand,108,NA,Sri Lanka,field,CB Gaffaney,NJ Llong,GD Elliott
2015-01-25_ODINewSri.yaml,ODI,2015-01-25,New Zealand,Sri Lanka,New Zealand,Sri Lanka,no,Dunedin,New Zealand,University Oval,New Zealand,120,NA,New Zealand,bat,MA Gough,DJ Walker,CJ Anderson
2015-01-25_ODISouWes.yaml,ODI,2015-01-25,South Africa,West Indies,South Africa,West Indies,no,Port Elizabeth,South Africa,St George's Park,West Indies,NA,1,West Indies,field,SJ Davis,S George,AD Russell
2015-01-26_ODIAusInd.yaml,ODI,2015-01-26,Australia,India,India,Australia,no,NA,Australia,Sydney Cricket Ground,no result,NA,NA,Australia,field,M Erasmus,P Wilson,NA
2015-01-28_ODISouWes.yaml,ODI,2015-01-28,South Africa,West Indies,South Africa,West Indies,no,Centurion,South Africa,SuperSport Park,South Africa,131,NA,West Indies,field,JD Cloete,S Ravi,RR Rossouw
2015-01-29_ODINewSri.yaml,ODI,2015-01-29,New Zealand,Sri Lanka,Sri Lanka,New Zealand,no,Wellington,New Zealand,Westpac Stadium,Sri Lanka,34,NA,Sri Lanka,bat,CB Gaffaney,RJ Tucker,KC Sangakkara
2015-01-30_ODIEngInd.yaml,ODI,2015-01-30,England,India,India,England,yes,Perth,none,Western Australia Cricket Association Ground,England,NA,3,England,field,M Erasmus,JD Ward,JWA Taylor
2015-01-31_ODINewPak.yaml,ODI,2015-01-31,New Zealand,Pakistan,Pakistan,New Zealand,no,Wellington,New Zealand,Westpac Stadium,New Zealand,NA,7,New Zealand,field,CB Gaffaney,MA Gough,GD Elliott
2015-02-01_ODIAusEng.yaml,ODI,2015-02-01,Australia,England,Australia,England,no,Perth,Australia,Western Australia Cricket Association Ground,Australia,112,NA,England,field,M Erasmus,SD Fry,GJ Maxwell
2015-02-03_ODINewPak.yaml,ODI,2015-02-03,New Zealand,Pakistan,New Zealand,Pakistan,no,Napier,New Zealand,McLean Park,New Zealand,119,NA,New Zealand,bat,RJ Tucker,DJ Walker,KS Williamson
2015-02-14_ODIAusEng.yaml,ODI,2015-02-14,Australia,England,Australia,England,no,NA,Australia,Melbourne Cricket Ground,Australia,111,NA,England,field,Aleem Dar,HDPK Dharmasena,AJ Finch
2015-02-14_ODINewSri.yaml,ODI,2015-02-14,New Zealand,Sri Lanka,New Zealand,Sri Lanka,no,Christchurch,New Zealand,Hagley Oval,New Zealand,98,NA,Sri Lanka,field,M Erasmus,NJ Llong,CJ Anderson
2015-02-15_ODIIndPak.yaml,ODI,2015-02-15,India,Pakistan,India,Pakistan,yes,NA,none,Adelaide Oval,India,76,NA,India,bat,IJ Gould,RA Kettleborough,V Kohli
2015-02-15_ODISouZim.yaml,ODI,2015-02-15,South Africa,Zimbabwe,South Africa,Zimbabwe,yes,Hamilton,none,Seddon Park,South Africa,62,NA,Zimbabwe,field,REJ Martinesz,RJ Tucker,DA Miller
2015-02-16_ODIIreWes.yaml,ODI,2015-02-16,Ireland,West Indies,West Indies,Ireland,yes,Nelson,none,Saxton Oval,Ireland,NA,4,Ireland,field,RK Illingworth,BNJ Oxenford,PR Stirling
2015-02-17_ODINewSco.yaml,ODI,2015-02-17,New Zealand,Scotland,Scotland,New Zealand,no,Dunedin,New Zealand,University Oval,New Zealand,NA,3,New Zealand,field,SD Fry,NJ Llong,TA Boult
2015-02-18_ODIAfgBan.yaml,ODI,2015-02-18,Afghanistan,Bangladesh,Bangladesh,Afghanistan,yes,Canberra,none,Manuka Oval,Bangladesh,105,NA,Bangladesh,bat,SJ Davis,JS Wilson,Mushfiqur Rahim
2015-02-19_ODIUniZim.yaml,ODI,2015-02-19,United Arab Emirates,Zimbabwe,United Arab Emirates,Zimbabwe,yes,Nelson,none,Saxton Oval,Zimbabwe,NA,4,Zimbabwe,field,JD Cloete,CB Gaffaney,SC Williams
2015-02-20_ODINewEng.yaml,ODI,2015-02-20,New Zealand,England,England,New Zealand,no,Wellington,New Zealand,Westpac Stadium,New Zealand,NA,8,England,bat,PR Reiffel,RJ Tucker,TG Southee
2015-02-21_ODIPakWes.yaml,ODI,2015-02-21,Pakistan,West Indies,West Indies,Pakistan,yes,Christchurch,none,Hagley Oval,West Indies,150,NA,Pakistan,field,M Erasmus,NJ Llong,AD Russell
2015-02-22_ODIAfgSri.yaml,ODI,2015-02-22,Afghanistan,Sri Lanka,Afghanistan,Sri Lanka,yes,Dunedin,none,University Oval,Sri Lanka,NA,4,Sri Lanka,field,CB Gaffaney,RK Illingworth,DPMD Jayawardene
2015-02-22_ODIIndSou.yaml,ODI,2015-02-22,India,South Africa,India,South Africa,yes,NA,none,Melbourne Cricket Ground,India,130,NA,India,bat,Aleem Dar,RA Kettleborough,S Dhawan
2015-02-23_ODIEngSco.yaml,ODI,2015-02-23,England,Scotland,England,Scotland,yes,Christchurch,none,Hagley Oval,England,119,NA,Scotland,field,S Ravi,RJ Tucker,MM Ali
2015-02-24_ODIWesZim.yaml,ODI,2015-02-24,West Indies,Zimbabwe,West Indies,Zimbabwe,yes,Canberra,none,Manuka Oval,West Indies,73,NA,West Indies,bat,SJ Davis,IJ Gould,CH Gayle
2015-02-25_ODIIreUni.yaml,ODI,2015-02-25,Ireland,United Arab Emirates,United Arab Emirates,Ireland,yes,Brisbane,none,Brisbane Cricket Ground- Woolloongabba,Ireland,NA,2,Ireland,field,MA Gough,NJ Llong,GC Wilson
2015-02-26_ODIAfgSco.yaml,ODI,2015-02-26,Afghanistan,Scotland,Scotland,Afghanistan,yes,Dunedin,none,University Oval,Afghanistan,NA,1,Afghanistan,field,SD Fry,RSA Palliyaguruge,Samiullah Shenwari
2015-02-26_ODIBanSri.yaml,ODI,2015-02-26,Bangladesh,Sri Lanka,Sri Lanka,Bangladesh,yes,NA,none,Melbourne Cricket Ground,Sri Lanka,92,NA,Sri Lanka,bat,Aleem Dar,PR Reiffel,TM Dilshan
2015-02-27_ODISouWes.yaml,ODI,2015-02-27,South Africa,West Indies,South Africa,West Indies,yes,NA,none,Sydney Cricket Ground,South Africa,257,NA,South Africa,bat,SJ Davis,IJ Gould,AB de Villiers
2015-02-28_ODIIndUni.yaml,ODI,2015-02-28,India,United Arab Emirates,United Arab Emirates,India,yes,Perth,none,Western Australia Cricket Association Ground,India,NA,9,United Arab Emirates,bat,BF Bowden,MA Gough,R Ashwin
2015-02-28_ODINewAus.yaml,ODI,2015-02-28,New Zealand,Australia,Australia,New Zealand,no,Auckland,New Zealand,Eden Park,New Zealand,NA,1,Australia,bat,M Erasmus,RK Illingworth,TA Boult
2015-03-01_ODIEngSri.yaml,ODI,2015-03-01,England,Sri Lanka,England,Sri Lanka,yes,Wellington,none,Westpac Stadium,Sri Lanka,NA,9,England,bat,BNJ Oxenford,RJ Tucker,KC Sangakkara
2015-03-01_ODIPakZim.yaml,ODI,2015-03-01,Pakistan,Zimbabwe,Pakistan,Zimbabwe,yes,Brisbane,none,Brisbane Cricket Ground- Woolloongabba,Pakistan,20,NA,Pakistan,bat,RA Kettleborough,JS Wilson,Wahab Riaz
2015-03-03_ODIIreSou.yaml,ODI,2015-03-03,Ireland,South Africa,South Africa,Ireland,yes,Canberra,none,Manuka Oval,South Africa,201,NA,South Africa,bat,SJ Davis,REJ Martinesz,HM Amla
2015-03-04_ODIAusAfg.yaml,ODI,2015-03-04,Australia,Afghanistan,Australia,Afghanistan,no,Perth,Australia,Western Australia Cricket Association Ground,Australia,275,NA,Afghanistan,field,HDPK Dharmasena,MA Gough,DA Warner
2015-03-04_ODIPakUni.yaml,ODI,2015-03-04,Pakistan,United Arab Emirates,Pakistan,United Arab Emirates,yes,Napier,none,McLean Park,Pakistan,129,NA,United Arab Emirates,field,JD Cloete,S Ravi,Ahmed Shehzad
2015-03-05_ODIBanSco.yaml,ODI,2015-03-05,Bangladesh,Scotland,Scotland,Bangladesh,yes,Nelson,none,Saxton Oval,Bangladesh,NA,6,Bangladesh,field,SD Fry,BNJ Oxenford,KJ Coetzer
2015-03-06_ODIIndWes.yaml,ODI,2015-03-06,India,West Indies,West Indies,India,yes,Perth,none,Western Australia Cricket Association Ground,India,NA,4,West Indies,bat,HDPK Dharmasena,NJ Llong,Mohammed Shami
2015-03-07_ODIIreZim.yaml,ODI,2015-03-07,Ireland,Zimbabwe,Ireland,Zimbabwe,yes,Hobart,none,Bellerive Oval,Ireland,5,NA,Zimbabwe,field,RSA Palliyaguruge,PR Reiffel,EC Joyce
2015-03-07_ODIPakSou.yaml,ODI,2015-03-07,Pakistan,South Africa,Pakistan,South Africa,yes,Auckland,none,Eden Park,Pakistan,29,NA,South Africa,field,RA Kettleborough,BNJ Oxenford,Sarfraz Ahmed
2015-03-08_ODIAusSri.yaml,ODI,2015-03-08,Australia,Sri Lanka,Australia,Sri Lanka,no,NA,Australia,Sydney Cricket Ground,Australia,64,NA,Australia,bat,Aleem Dar,IJ Gould,GJ Maxwell
2015-03-08_ODINewAfg.yaml,ODI,2015-03-08,New Zealand,Afghanistan,Afghanistan,New Zealand,no,Napier,New Zealand,McLean Park,New Zealand,NA,6,Afghanistan,bat,JD Cloete,M Erasmus,DL Vettori
2015-03-09_ODIBanEng.yaml,ODI,2015-03-09,Bangladesh,England,Bangladesh,England,yes,NA,none,Adelaide Oval,Bangladesh,15,NA,England,field,BF Bowden,PR Reiffel,Mahmudullah
2015-03-10_ODIIndIre.yaml,ODI,2015-03-10,India,Ireland,Ireland,India,yes,Hamilton,none,Seddon Park,India,NA,8,Ireland,bat,HDPK Dharmasena,RA Kettleborough,S Dhawan
2015-03-11_ODIScoSri.yaml,ODI,2015-03-11,Scotland,Sri Lanka,Sri Lanka,Scotland,yes,Hobart,none,Bellerive Oval,Sri Lanka,148,NA,Sri Lanka,bat,RK Illingworth,JS Wilson,KC Sangakkara
2015-03-12_ODISouUni.yaml,ODI,2015-03-12,South Africa,United Arab Emirates,South Africa,United Arab Emirates,yes,Wellington,none,Westpac Stadium,South Africa,146,NA,United Arab Emirates,field,SJ Davis,RJ Tucker,AB de Villiers
2015-03-13_ODIAfgEng.yaml,ODI,2015-03-13,Afghanistan,England,Afghanistan,England,yes,NA,none,Sydney Cricket Ground,England,NA,9,England,field,BF Bowden,S Ravi,CJ Jordan
2015-03-13_ODINewBan.yaml,ODI,2015-03-13,New Zealand,Bangladesh,Bangladesh,New Zealand,no,Hamilton,none,Seddon Park,New Zealand,NA,3,New Zealand,field,HDPK Dharmasena,RA Kettleborough,MJ Guptill
2015-03-14_ODIAusSco.yaml,ODI,2015-03-14,Australia,Scotland,Scotland,Australia,no,Hobart,Australia,Bellerive Oval,Australia,NA,7,Australia,field,IJ Gould,RK Illingworth,MA Starc
2015-03-14_ODIIndZim.yaml,ODI,2015-03-14,India,Zimbabwe,Zimbabwe,India,yes,Auckland,none,Eden Park,India,NA,6,India,field,CB Gaffaney,BNJ Oxenford,SK Raina
2015-03-15_ODIIrePak.yaml,ODI,2015-03-15,Ireland,Pakistan,Ireland,Pakistan,yes,NA,none,Adelaide Oval,Pakistan,NA,7,Ireland,bat,M Erasmus,RSA Palliyaguruge,Sarfraz Ahmed
2015-03-15_ODIUniWes.yaml,ODI,2015-03-15,United Arab Emirates,West Indies,United Arab Emirates,West Indies,yes,Napier,none,McLean Park,West Indies,NA,6,West Indies,field,Aleem Dar,REJ Martinesz,JO Holder
2015-03-18_ODISouSri.yaml,ODI,2015-03-18,South Africa,Sri Lanka,Sri Lanka,South Africa,yes,NA,none,Sydney Cricket Ground,South Africa,NA,9,Sri Lanka,bat,NJ Llong,RJ Tucker,Imran Tahir
2015-03-19_ODIBanInd.yaml,ODI,2015-03-19,Bangladesh,India,India,Bangladesh,yes,NA,none,Melbourne Cricket Ground,India,109,NA,India,bat,Aleem Dar,IJ Gould,RG Sharma
2015-03-20_ODIAusPak.yaml,ODI,2015-03-20,Australia,Pakistan,Pakistan,Australia,no,NA,Australia,Adelaide Oval,Australia,NA,6,Pakistan,bat,HDPK Dharmasena,M Erasmus,JR Hazlewood
2015-03-21_ODINewWes.yaml,ODI,2015-03-21,New Zealand,West Indies,New Zealand,West Indies,no,Wellington,New Zealand,Westpac Stadium,New Zealand,143,NA,New Zealand,bat,RA Kettleborough,BNJ Oxenford,MJ Guptill
2015-03-24_ODINewSou.yaml,ODI,2015-03-24,New Zealand,South Africa,South Africa,New Zealand,no,Auckland,New Zealand,Eden Park,New Zealand,NA,4,South Africa,bat,IJ Gould,RJ Tucker,GD Elliott
2015-03-26_ODIAusInd.yaml,ODI,2015-03-26,Australia,India,Australia,India,no,NA,Australia,Sydney Cricket Ground,Australia,95,NA,Australia,bat,HDPK Dharmasena,RA Kettleborough,SPD Smith
2015-03-29_ODIAusNew.yaml,ODI,2015-03-29,Australia,New Zealand,New Zealand,Australia,no,NA,Australia,Melbourne Cricket Ground,Australia,NA,7,New Zealand,bat,HDPK Dharmasena,RA Kettleborough,JP Faulkner
2015-04-17_ODIBanPak.yaml,ODI,2015-04-17,Bangladesh,Pakistan,Bangladesh,Pakistan,no,Mirpur,Bangladesh,Shere Bangla National Stadium,Bangladesh,79,NA,Bangladesh,bat,RSA Palliyaguruge,Sharfuddoula,Mushfiqur Rahim
2015-04-19_ODIBanPak.yaml,ODI,2015-04-19,Bangladesh,Pakistan,Pakistan,Bangladesh,no,Mirpur,Bangladesh,Shere Bangla National Stadium,Bangladesh,NA,7,Pakistan,bat,Enamul Haque,NJ Llong,Tamim Iqbal
2015-04-22_ODIBanPak.yaml,ODI,2015-04-22,Bangladesh,Pakistan,Pakistan,Bangladesh,no,Mirpur,Bangladesh,Shere Bangla National Stadium,Bangladesh,NA,8,Pakistan,bat,RSA Palliyaguruge,Sharfuddoula,Soumya Sarkar
2015-05-08_ODIIreEng.yaml,ODI,2015-05-08,Ireland,England,Ireland,England,no,Dublin,Ireland,The Village- Malahide,no result,NA,NA,England,field,M Hawthorne,IN Ramage,NA
2015-05-26_ODIPakZim.yaml,ODI,2015-05-26,Pakistan,Zimbabwe,Pakistan,Zimbabwe,no,Lahore,Pakistan,Gaddafi Stadium,Pakistan,41,NA,Pakistan,bat,Aleem Dar,RB Tiffin,Shoaib Malik
2015-05-29_ODIPakZim.yaml,ODI,2015-05-29,Pakistan,Zimbabwe,Zimbabwe,Pakistan,no,Lahore,Pakistan,Gaddafi Stadium,Pakistan,NA,6,Pakistan,field,Shozab Raza,RB Tiffin,Azhar Ali
2015-05-31_ODIPakZim.yaml,ODI,2015-05-31,Pakistan,Zimbabwe,Pakistan,Zimbabwe,no,Lahore,Pakistan,Gaddafi Stadium,no result,NA,NA,Pakistan,bat,Ahsan Raza,RB Tiffin,NA
2015-06-09_ODIEngNew.yaml,ODI,2015-06-09,England,New Zealand,England,New Zealand,no,Birmingham,England,Edgbaston,England,210,NA,New Zealand,field,MA Gough,BNJ Oxenford,JC Buttler
2015-06-12_ODIEngNew.yaml,ODI,2015-06-12,England,New Zealand,New Zealand,England,no,London,England,Kennington Oval,New Zealand,13,NA,New Zealand,bat,SJ Davis,RT Robinson,LRPL Taylor
2015-06-14_ODIEngNew.yaml,ODI,2015-06-14,England,New Zealand,England,New Zealand,no,Southampton,England,The Rose Bowl,New Zealand,NA,3,England,bat,BNJ Oxenford,RT Robinson,KS Williamson
2015-06-17_ODIEngNew.yaml,ODI,2015-06-17,England,New Zealand,New Zealand,England,no,Nottingham,England,Trent Bridge,England,NA,7,New Zealand,bat,RJ Bailey,SJ Davis,EJG Morgan
